0.502755, 0.573067, -1.813360, 0.452323, -1.361176, 0.647133, 0, 20
0.020017, 0.154901, 0.099540, 0.311827, 1.244393, 0.716581, 1, 2
-0.182854, -0.101363, -1.528646, -0.521439, -0.822831, -2.004410, 2, 0
-0.425467, -0.663533, -0.475182, 2.058017, 3.150672, 1.296765, 3, 19
-0.227188, -0.088281, -2.445540, -0.800696, -0.323351, -0.909743, 4, 43
0.102536, 0.673571, 0.705936, -0.227987, 0.278392, 0.421726, 5, 4
1.658409, -1.786904, 0.812111, -1.719818, 2.101416, 1.160384, 6, 42
-0.041073, 0.862411, -0.940656, 1.345389, -0.227751, 0.039727, 7, 6
0.867230, 1.414045, 0.657244, -1.043351, 0.312744, -1.066828, 8, 32
0.613059, 1.443554, 0.712894, -0.162734, 0.597555, 1.327393, 9, 29
2.086469, 0.152390, -0.195010, 0.504719, 1.791934, -0.080425, 10, 38
0.742166, 0.693516, -1.132305, -0.328399, 0.316702, -3.053036, 11, 22
-1.446662, 0.584462, 0.484524, 2.041582, 0.103422, 1.211281, 12, 6
1.012042, 0.092922, 0.374790, -0.129666, 0.713525, 0.851093, 13, 24
-0.024535, 2.139936, -0.296262, -0.443841, 0.388029, -0.890169, 14, 7
-1.235747, 0.402639, -0.725728, -0.750510, 0.826815, -0.170570, 15, 42
0.733469, 0.743821, 0.620946, 0.249521, 1.267476, 1.363099, 16, 10
-1.716613, -0.787943, -0.808318, 0.083642, 0.248218, -1.000514, 17, 13
0.201725, -0.506113, 0.362515, 0.269764, -0.378162, 0.468984, 18, 2
0.066758, 0.671230, -2.334148, 0.485412, -0.806751, 1.311549, 19, 42
-0.153976, 0.108985, -0.660900, 0.720256, -0.697514, -0.647306, 20, 25
-0.148002, -1.362100, -1.053951, 0.128039, 0.703683, -0.983943, 21, 18
-0.765588, -1.216998, 0.038316, 0.545499, 0.656736, 0.348606, 22, 1
0.072493, 0.892452, -0.579429, 0.146678, 0.171927, 0.997495, 23, 11
-0.326143, 0.431812, 0.904986, 0.916110, 0.003443, 0.939680, 24, 9
0.363519, -0.203872, 1.314530, -0.925197, 0.142665, 0.217403, 25, 4
-1.582848, -0.342736, 1.332765, -4.106311, -0.118135, 0.701900, 26, 33
0.132261, -0.323513, 0.796822, 0.237776, -0.340296, -0.504187, 27, 21
1.886348, -0.555742, 1.738417, 0.377128, -0.819388, -0.072138, 28, 12
0.512548, -0.781579, 1.033876, -0.017835, 0.817344, -1.745397, 29, 12
0.504721, 1.696065, -0.580669, 0.856482, -0.789789, -0.094624, 30, 28
-0.490143, 0.315908, 0.006225, -0.929788, -1.695012, 0.428391, 31, 29
0.504135, 0.800566, 0.351594, 0.320809, 1.881735, 0.505517, 32, 9
